Date,SHY,IEF,TLT
2019-02-05,70.57059478759766,87.0212173461914,97.5989761352539
2019-02-06,70.60433197021484,87.088134765625,97.64736938476562
2019-02-07,70.6550064086914,87.37248992919922,98.29281616210938
2019-02-08,70.68032836914062,87.48957061767578,98.71235656738281
2019-02-11,70.6550064086914,87.35575866699219,98.3250961303711
2019-02-12,70.64653015136719,87.23865509033203,98.07498931884766
2019-02-13,70.59590148925781,87.0212173461914,97.7038803100586
2019-02-14,70.6887435913086,87.4310531616211,98.26055908203125
2019-02-15,70.6550064086914,87.34738159179688,98.41385650634766
2019-02-19,70.7056655883789,87.49794006347656,98.66393280029297
2019-02-20,70.69718170166016,87.481201171875,98.38155364990234
2019-02-21,70.6718978881836,87.221923828125,97.50215911865234
2019-02-22,70.72257232666016,87.481201171875,98.08303833007812
2019-02-25,70.71414184570312,87.34738159179688,97.79261016845703
2019-02-26,70.74785614013672,87.60667419433594,98.27668762207031
2019-02-27,70.7309799194336,87.29718780517578,97.16327667236328
2019-02-28,70.71414184570312,87.07145690917969,96.83251953125
2019-03-01,70.666748046875,86.7856674194336,95.93749237060547
2019-03-04,70.68365478515625,87.05381774902344,96.68940734863281
2019-03-05,70.69212341308594,87.10407257080078,96.89153289794922
2019-03-06,70.74285125732422,87.3470687866211,97.24726104736328
2019-03-07,70.80205535888672,87.64031982421875,97.87789154052734
2019-03-08,70.82743835449219,87.76604461669922,98.29022979736328
2019-03-11,70.81056213378906,87.69902801513672,97.99919128417969
2019-03-12,70.83592224121094,87.9420166015625,98.6864013671875
2019-03-13,70.84439849853516,87.90850830078125,98.50045776367188
2019-03-14,70.86128997802734,87.78279113769531,97.78894805908203
2019-03-15,70.88665771484375,88.0593032836914,98.4357681274414
2019-03-18,70.86974334716797,87.9420166015625,98.37915802001953
2019-03-19,70.86128997802734,87.8833999633789,98.16088104248047
2019-03-20,70.96279907226562,88.49506378173828,99.18766784667969
2019-03-21,70.96279907226562,88.45316314697266,99.40595245361328
2019-03-22,71.08122253417969,89.10673522949219,100.95023345947266
2019-03-25,71.1573715209961,89.3330078125,101.1119613647461
2019-03-26,71.14889526367188,89.25762176513672,101.03913879394531
2019-03-27,71.20808410644531,89.51734924316406,101.96894073486328
2019-03-28,71.19969940185547,89.52574920654297,102.32470703125
2019-03-29,71.1573715209961,89.38328552246094,102.22767639160156
2019-04-01,71.08448791503906,88.76863098144531,100.77565002441406
2019-04-02,71.1183853149414,88.91981506347656,100.96199035644531
2019-04-03,71.08448791503906,88.6426773071289,100.08689880371094
2019-04-04,71.10139465332031,88.73501586914062,100.3704833984375
2019-04-05,71.0929183959961,88.77703857421875,100.50015258789062
2019-04-08,71.07598876953125,88.6343002319336,100.14360809326172
